# TRACY II v. SYNCHROTRON SOLEIL -- chambre.out -- Mon Feb 16 09:22:31 2004 
#  i  name      s   -xch(mm)   +xch(mm)  zch (mm)
#
1016  qp5    341.08  -1000.000  1000.000  1000.000
1017  sd10   341.55  -1000.000  1000.000  1000.000
1018  sx4    341.55  -1000.000  1000.000  1000.000
1019  sd12   342.02  -1000.000  1000.000  1000.000
1020  qp5    342.18  -1000.000  1000.000  1000.000
1021  qp5    342.34  -1000.000  1000.000  1000.000
1022  sd9    342.81  -1000.000  1000.000  1000.000
1023  sx3    342.81  -1000.000  1000.000  1000.000
1024  sd8    343.01  -1000.000  1000.000  1000.000
1025  qp4    343.17  -1000.000  1000.000  1000.000
1026  qp4    343.33  -1000.000  1000.000  1000.000
1027  sd7    343.77  -1000.000  1000.000  1000.000
1028  bend2  343.95  -1000.000  1000.000  1000.000
1029  bend3  344.13  -1000.000  1000.000  1000.000
1030  bend3  344.30  -1000.000  1000.000  1000.000
1031  bend3  344.48  -1000.000  1000.000  1000.000
1032  bend3  344.65  -1000.000  1000.000  1000.000
1033  bend4  344.83  -1000.000  1000.000  1000.000
1034  sd6    345.62  -1000.000  1000.000  1000.000
1035  sx2    345.62  -1000.000  1000.000  1000.000
1036  sd5    345.82  -1000.000  1000.000  1000.000
1037  qp3    345.98  -1000.000  1000.000  1000.000
1038  qp3    346.14  -1000.000  1000.000  1000.000
1039  sd14   346.73  -1000.000  1000.000  1000.000
1040  qp2    346.96  -1000.000  1000.000  1000.000
1041  qp2    347.19  -1000.000  1000.000  1000.000
1042  sd3    347.39  -1000.000  1000.000  1000.000
1043  sx1    347.39  -1000.000  1000.000  1000.000
1044  sd2    347.78  -1000.000  1000.000  1000.000
1045  qp1    347.94  -1000.000  1000.000  1000.000
1046  qp1    348.10  -1000.000  1000.000  1000.000
1047  sd1    354.10  -1000.000  1000.000  1000.000
1048  cav    354.10  -1000.000  1000.000  1000.000
