# trajectory
# s[mm] rx[mm] ry[mm] rz[mm] px[rad] py[rad] pz[rad]
5.5740000000005818e+02 -7.0236385186350221e+00 +0.0000000000000000e+00 +5.5709038849057924e+02 -5.7940415631479482e-02 +0.0000000000000000e+00 +9.9832004299044774e-01
5.5750000000005821e+02 -7.0294330872579502e+00 +0.0000000000000000e+00 +5.5719022046428699e+02 -5.7950956656416967e-02 +0.0000000000000000e+00 +9.9831943115548150e-01
5.5760000000005823e+02 -7.0352287099321753e+00 +0.0000000000000000e+00 +5.5729005237680860e+02 -5.7961496657424408e-02 +0.0000000000000000e+00 +9.9831881926828836e-01
5.5770000000005825e+02 -7.0410253865553063e+00 +0.0000000000000000e+00 +5.5738988422813895e+02 -5.7972035634547073e-02 +0.0000000000000000e+00 +9.9831820732889809e-01
5.5780000000005828e+02 -7.0468231170249567e+00 +0.0000000000000000e+00 +5.5748971601827270e+02 -5.7982573587830238e-02 +0.0000000000000000e+00 +9.9831759533734044e-01
5.5790000000005830e+02 -7.0526219012387452e+00 +0.0000000000000000e+00 +5.5758954774720473e+02 -5.7993110517319188e-02 +0.0000000000000000e+00 +9.9831698329364504e-01
5.5800000000005832e+02 -7.0584217390942952e+00 +0.0000000000000000e+00 +5.5768937941492970e+02 -5.8003646423059205e-02 +0.0000000000000000e+00 +9.9831637119784167e-01
5.5810000000005834e+02 -7.0642226304892333e+00 +0.0000000000000000e+00 +5.5778921102144250e+02 -5.8014181305095579e-02 +0.0000000000000000e+00 +9.9831575904995984e-01
5.5820000000005837e+02 -7.0700245753211917e+00 +0.0000000000000000e+00 +5.5788904256673788e+02 -5.8024715163473614e-02 +0.0000000000000000e+00 +9.9831514685002942e-01
5.5830000000005839e+02 -7.0758275734878069e+00 +0.0000000000000000e+00 +5.5798887405081075e+02 -5.8035247998238615e-02 +0.0000000000000000e+00 +9.9831453459807995e-01
5.5840000000005841e+02 -7.0816316248831832e+00 +0.0000000000000000e+00 +5.5808870547365598e+02 -5.8045779698269670e-02 +0.0000000000000000e+00 +9.9831392230060478e-01
5.5850000000005844e+02 -7.0874367293842422e+00 +0.0000000000000000e+00 +5.5818853683526970e+02 -5.8056310106822877e-02 +0.0000000000000000e+00 +9.9831330996675505e-01
5.5860000000005846e+02 -7.0932428868613320e+00 +0.0000000000000000e+00 +5.5828836813564817e+02 -5.8066839218909413e-02 +0.0000000000000000e+00 +9.9831269759686181e-01
5.5870000000005848e+02 -7.0990500971848105e+00 +0.0000000000000000e+00 +5.5838819937478786e+02 -5.8077367034612512e-02 +0.0000000000000000e+00 +9.9831208519096115e-01
5.5880000000005850e+02 -7.1048583602250437e+00 +0.0000000000000000e+00 +5.5848803055268513e+02 -5.8087893554015418e-02 +0.0000000000000000e+00 +9.9831147274908916e-01
5.5890000000005853e+02 -7.1106676758524063e+00 +0.0000000000000000e+00 +5.5858786166933646e+02 -5.8098418777201385e-02 +0.0000000000000000e+00 +9.9831086027128191e-01
5.5900000000005855e+02 -7.1164780439372795e+00 +0.0000000000000000e+00 +5.5868769272473821e+02 -5.8108942704253694e-02 +0.0000000000000000e+00 +9.9831024775757549e-01
5.5910000000005857e+02 -7.1222894643500547e+00 +0.0000000000000000e+00 +5.5878752371888675e+02 -5.8119465335255638e-02 +0.0000000000000000e+00 +9.9830963520800597e-01
5.5920000000005859e+02 -7.1281019369611318e+00 +0.0000000000000000e+00 +5.5888735465177854e+02 -5.8129986670290519e-02 +0.0000000000000000e+00 +9.9830902262260945e-01
5.5930000000005862e+02 -7.1339154616409175e+00 +0.0000000000000000e+00 +5.5898718552341006e+02 -5.8140506709441653e-02 +0.0000000000000000e+00 +9.9830841000142201e-01
5.5940000000005864e+02 -7.1397300382556219e+00 +0.0000000000000000e+00 +5.5908701633377791e+02 -5.8151025319381683e-02 +0.0000000000000000e+00 +9.9830779735225073e-01
5.5950000000005866e+02 -7.1455456666502872e+00 +0.0000000000000000e+00 +5.5918684708288004e+02 -5.8161542301390486e-02 +0.0000000000000000e+00 +9.9830718468671831e-01
5.5960000000005869e+02 -7.1513623466613945e+00 +0.0000000000000000e+00 +5.5928667777071473e+02 -5.8172057648230080e-02 +0.0000000000000000e+00 +9.9830657200529782e-01
5.5970000000005871e+02 -7.1571800781254282e+00 +0.0000000000000000e+00 +5.5938650839728052e+02 -5.8182571359923892e-02 +0.0000000000000000e+00 +9.9830595930803967e-01
5.5980000000005873e+02 -7.1629988608788748e+00 +0.0000000000000000e+00 +5.5948633896257581e+02 -5.8193083436495353e-02 +0.0000000000000000e+00 +9.9830534659499404e-01
5.5990000000005875e+02 -7.1688186947582233e+00 +0.0000000000000000e+00 +5.5958616946659902e+02 -5.8203593877967891e-02 +0.0000000000000000e+00 +9.9830473386621110e-01
5.6000000000005878e+02 -7.1746395795999653e+00 +0.0000000000000000e+00 +5.5968599990934854e+02 -5.8214102684364936e-02 +0.0000000000000000e+00 +9.9830412112174127e-01
5.6010000000005880e+02 -7.1804615152405944e+00 +0.0000000000000000e+00 +5.5978583029082279e+02 -5.8224609855709909e-02 +0.0000000000000000e+00 +9.9830350836163473e-01
5.6020000000005882e+02 -7.1862845015166066e+00 +0.0000000000000000e+00 +5.5988566061102028e+02 -5.8235115392026242e-02 +0.0000000000000000e+00 +9.9830289558594165e-01
5.6030000000005884e+02 -7.1921085382644998e+00 +0.0000000000000000e+00 +5.5998549086993944e+02 -5.8245619293337346e-02 +0.0000000000000000e+00 +9.9830228279471234e-01
5.6040000000005887e+02 -7.1979336253158799e+00 +0.0000000000000000e+00 +5.6008532106757900e+02 -5.8256121402790843e-02 +0.0000000000000000e+00 +9.9830166999715142e-01
5.6050000000005889e+02 -7.2037597624767589e+00 +0.0000000000000000e+00 +5.6018515120393920e+02 -5.8266621473292882e-02 +0.0000000000000000e+00 +9.9830105720773732e-01
5.6060000000005891e+02 -7.2095869495422411e+00 +0.0000000000000000e+00 +5.6028498127902083e+02 -5.8277119494876864e-02 +0.0000000000000000e+00 +9.9830044442711630e-01
5.6070000000005894e+02 -7.2154151863074389e+00 +0.0000000000000000e+00 +5.6038481129282491e+02 -5.8287615467605976e-02 +0.0000000000000000e+00 +9.9829983165534919e-01
5.6080000000005896e+02 -7.2212444725674692e+00 +0.0000000000000000e+00 +5.6048464124535224e+02 -5.8298109391543403e-02 +0.0000000000000000e+00 +9.9829921889249706e-01
5.6090000000005898e+02 -7.2270748081174565e+00 +0.0000000000000000e+00 +5.6058447113660372e+02 -5.8308601266752344e-02 +0.0000000000000000e+00 +9.9829860613862076e-01
5.6100000000005900e+02 -7.2329061927525311e+00 +0.0000000000000000e+00 +5.6068430096658028e+02 -5.8319091093296013e-02 +0.0000000000000000e+00 +9.9829799339378122e-01
5.6110000000005903e+02 -7.2387386262678293e+00 +0.0000000000000000e+00 +5.6078413073528282e+02 -5.8329578871237617e-02 +0.0000000000000000e+00 +9.9829738065803930e-01
5.6120000000005905e+02 -7.2445721084584944e+00 +0.0000000000000000e+00 +5.6088396044271224e+02 -5.8340064600640375e-02 +0.0000000000000000e+00 +9.9829676793145594e-01
5.6130000000005907e+02 -7.2504066391196753e+00 +0.0000000000000000e+00 +5.6098379008886945e+02 -5.8350548281567528e-02 +0.0000000000000000e+00 +9.9829615521409210e-01
5.6140000000005909e+02 -7.2562422180407307e+00 +0.0000000000000000e+00 +5.6108361967375572e+02 -5.8361029726243879e-02 +0.0000000000000000e+00 +9.9829554251698960e-01
5.6150000000005912e+02 -7.2620788449794755e+00 +0.0000000000000000e+00 +5.6118344919737422e+02 -5.8371508621403639e-02 +0.0000000000000000e+00 +9.9829492985853607e-01
5.6160000000005914e+02 -7.2679165196795630e+00 +0.0000000000000000e+00 +5.6128327865972881e+02 -5.8381984953104947e-02 +0.0000000000000000e+00 +9.9829431723962725e-01
5.6170000000005916e+02 -7.2737552418846478e+00 +0.0000000000000000e+00 +5.6138310806082347e+02 -5.8392458721344395e-02 +0.0000000000000000e+00 +9.9829370466034406e-01
5.6180000000005919e+02 -7.2795950113383832e+00 +0.0000000000000000e+00 +5.6148293740066219e+02 -5.8402929926118563e-02 +0.0000000000000000e+00 +9.9829309212076744e-01
5.6190000000005921e+02 -7.2854358277844229e+00 +0.0000000000000000e+00 +5.6158276667924895e+02 -5.8413398567424016e-02 +0.0000000000000000e+00 +9.9829247962097833e-01
5.6200000000005923e+02 -7.2912776909664192e+00 +0.0000000000000000e+00 +5.6168259589658771e+02 -5.8423864645257319e-02 +0.0000000000000000e+00 +9.9829186716105767e-01
5.6210000000005925e+02 -7.2971206006280251e+00 +0.0000000000000000e+00 +5.6178242505268247e+02 -5.8434328159615023e-02 +0.0000000000000000e+00 +9.9829125474108638e-01
5.6220000000005928e+02 -7.3029645565128929e+00 +0.0000000000000000e+00 +5.6188225414753720e+02 -5.8444789110493660e-02 +0.0000000000000000e+00 +9.9829064236114529e-01
5.6230000000005930e+02 -7.3088095583646746e+00 +0.0000000000000000e+00 +5.6198208318115599e+02 -5.8455247497889759e-02 +0.0000000000000000e+00 +9.9829003002131533e-01
5.6240000000005932e+02 -7.3146556059203611e+00 +0.0000000000000000e+00 +5.6208191215354316e+02 -5.8465703103352480e-02 +0.0000000000000000e+00 +9.9828941773447089e-01
5.6250000000005934e+02 -7.3205026988791184e+00 +0.0000000000000000e+00 +5.6218174106470542e+02 -5.8476155540680891e-02 +0.0000000000000000e+00 +9.9828880552332167e-01
5.6260000000005937e+02 -7.3263508369222743e+00 +0.0000000000000000e+00 +5.6228156991465039e+02 -5.8486604791338138e-02 +0.0000000000000000e+00 +9.9828819338905339e-01
5.6270000000005939e+02 -7.3322000197311672e+00 +0.0000000000000000e+00 +5.6238139870338580e+02 -5.8497050855434732e-02 +0.0000000000000000e+00 +9.9828758133175977e-01
5.6280000000005941e+02 -7.3380502469871463e+00 +0.0000000000000000e+00 +5.6248122743091938e+02 -5.8507493733081194e-02 +0.0000000000000000e+00 +9.9828696935153449e-01
5.6290000000005944e+02 -7.3439015183715721e+00 +0.0000000000000000e+00 +5.6258105609725874e+02 -5.8517933424388061e-02 +0.0000000000000000e+00 +9.9828635744847127e-01
5.6300000000005946e+02 -7.3497538335658161e+00 +0.0000000000000000e+00 +5.6268088470241162e+02 -5.8528369929465897e-02 +0.0000000000000000e+00 +9.9828574562266370e-01
5.6310000000005948e+02 -7.3556071922512611e+00 +0.0000000000000000e+00 +5.6278071324638586e+02 -5.8538803248425274e-02 +0.0000000000000000e+00 +9.9828513387420537e-01
5.6320000000005950e+02 -7.3614615941093007e+00 +0.0000000000000000e+00 +5.6288054172918908e+02 -5.8549233381376790e-02 +0.0000000000000000e+00 +9.9828452220318986e-01
5.6330000000005953e+02 -7.3673170388213398e+00 +0.0000000000000000e+00 +5.6298037015082912e+02 -5.8559660328431053e-02 +0.0000000000000000e+00 +9.9828391060971067e-01
5.6340000000005955e+02 -7.3731735260611364e+00 +0.0000000000000000e+00 +5.6308019851131405e+02 -5.8570083835135574e-02 +0.0000000000000000e+00 +9.9828329910879665e-01
5.6350000000005957e+02 -7.3790310554569318e+00 +0.0000000000000000e+00 +5.6318002681065491e+02 -5.8580503423585971e-02 +0.0000000000000000e+00 +9.9828268772859985e-01
5.6360000000005959e+02 -7.3848896266144175e+00 +0.0000000000000000e+00 +5.6327985504886385e+02 -5.8590919068937847e-02 +0.0000000000000000e+00 +9.9828207647070133e-01
5.6370000000005962e+02 -7.3907492391392822e+00 +0.0000000000000000e+00 +5.6337968322595316e+02 -5.8601330771164598e-02 +0.0000000000000000e+00 +9.9828146533522621e-01
5.6380000000005964e+02 -7.3966098926372119e+00 +0.0000000000000000e+00 +5.6347951134193499e+02 -5.8611738530239606e-02 +0.0000000000000000e+00 +9.9828085432229974e-01
5.6390000000005966e+02 -7.4024715867138910e+00 +0.0000000000000000e+00 +5.6357933939682164e+02 -5.8622142346136219e-02 +0.0000000000000000e+00 +9.9828024343204702e-01
5.6400000000005969e+02 -7.4083343209749994e+00 +0.0000000000000000e+00 +5.6367916739062548e+02 -5.8632542218827778e-02 +0.0000000000000000e+00 +9.9827963266459319e-01
5.6410000000005971e+02 -7.4141980950262152e+00 +0.0000000000000000e+00 +5.6377899532335869e+02 -5.8642938148287603e-02 +0.0000000000000000e+00 +9.9827902202006324e-01
5.6420000000005973e+02 -7.4200629084732146e+00 +0.0000000000000000e+00 +5.6387882319503365e+02 -5.8653330134488979e-02 +0.0000000000000000e+00 +9.9827841149858210e-01
5.6430000000005975e+02 -7.4259287609216704e+00 +0.0000000000000000e+00 +5.6397865100566253e+02 -5.8663718177405177e-02 +0.0000000000000000e+00 +9.9827780110027475e-01
5.6440000000005978e+02 -7.4317956519685726e+00 +0.0000000000000000e+00 +5.6407847875525829e+02 -5.8674101984198902e-02 +0.0000000000000000e+00 +9.9827719084247613e-01
5.6450000000005980e+02 -7.4376635811567340e+00 +0.0000000000000000e+00 +5.6417830644383696e+02 -5.8684480970158076e-02 +0.0000000000000000e+00 +9.9827658075969150e-01
5.6460000000005982e+02 -7.4435325480008290e+00 +0.0000000000000000e+00 +5.6427813407141616e+02 -5.8694855102872596e-02 +0.0000000000000000e+00 +9.9827597085397712e-01
5.6470000000005984e+02 -7.4494025520155347e+00 +0.0000000000000000e+00 +5.6437796163801363e+02 -5.8705224382366653e-02 +0.0000000000000000e+00 +9.9827536112548310e-01
5.6480000000005987e+02 -7.4552735927155291e+00 +0.0000000000000000e+00 +5.6447778914364710e+02 -5.8715588808664419e-02 +0.0000000000000000e+00 +9.9827475157435963e-01
5.6490000000005989e+02 -7.4611456696154947e+00 +0.0000000000000000e+00 +5.6457761658833442e+02 -5.8725948381790058e-02 +0.0000000000000000e+00 +9.9827414220075683e-01
5.6500000000005991e+02 -7.4670187822301157e+00 +0.0000000000000000e+00 +5.6467744397209322e+02 -5.8736303101767723e-02 +0.0000000000000000e+00 +9.9827353300482469e-01
5.6510000000005994e+02 -7.4728929300740781e+00 +0.0000000000000000e+00 +5.6477727129494133e+02 -5.8746652968621561e-02 +0.0000000000000000e+00 +9.9827292398671308e-01
5.6520000000005996e+02 -7.4787681126620704e+00 +0.0000000000000000e+00 +5.6487709855689650e+02 -5.8756997982375693e-02 +0.0000000000000000e+00 +9.9827231514657189e-01
5.6530000000005998e+02 -7.4846443295087841e+00 +0.0000000000000000e+00 +5.6497692575797657e+02 -5.8767338143054244e-02 +0.0000000000000000e+00 +9.9827170648455088e-01
5.6540000000006000e+02 -7.4905215801192204e+00 +0.0000000000000000e+00 +5.6507675289819997e+02 -5.8777673118255755e-02 +0.0000000000000000e+00 +9.9827109802037284e-01
5.6550000000006003e+02 -7.4963998639346165e+00 +0.0000000000000000e+00 +5.6517657997758874e+02 -5.8788002200572648e-02 +0.0000000000000000e+00 +9.9827048979585831e-01
5.6560000000006005e+02 -7.5022791803615148e+00 +0.0000000000000000e+00 +5.6527640699616722e+02 -5.8798325348285260e-02 +0.0000000000000000e+00 +9.9826988181364795e-01
5.6570000000006007e+02 -7.5081595288064511e+00 +0.0000000000000000e+00 +5.6537623395395963e+02 -5.8808642561335132e-02 +0.0000000000000000e+00 +9.9826927407392974e-01
5.6580000000006009e+02 -7.5140409086759572e+00 +0.0000000000000000e+00 +5.6547606085099017e+02 -5.8818953839663762e-02 +0.0000000000000000e+00 +9.9826866657689151e-01
5.6590000000006012e+02 -7.5199233193765576e+00 +0.0000000000000000e+00 +5.6557588768728317e+02 -5.8829259183212607e-02 +0.0000000000000000e+00 +9.9826805932272111e-01
5.6600000000006014e+02 -7.5258067603147714e+00 +0.0000000000000000e+00 +5.6567571446286286e+02 -5.8839558591923087e-02 +0.0000000000000000e+00 +9.9826745231160630e-01
5.6610000000006016e+02 -7.5316912308971125e+00 +0.0000000000000000e+00 +5.6577554117775355e+02 -5.8849852065736591e-02 +0.0000000000000000e+00 +9.9826684554373457e-01
5.6620000000006019e+02 -7.5375767305300876e+00 +0.0000000000000000e+00 +5.6587536783197970e+02 -5.8860139604594471e-02 +0.0000000000000000e+00 +9.9826623901929346e-01
5.6630000000006021e+02 -7.5434632586201982e+00 +0.0000000000000000e+00 +5.6597519442556552e+02 -5.8870421208438030e-02 +0.0000000000000000e+00 +9.9826563273847035e-01
5.6640000000006023e+02 -7.5493508145632866e+00 +0.0000000000000000e+00 +5.6607502095853613e+02 -5.8880696505000496e-02 +0.0000000000000000e+00 +9.9826502672340656e-01
5.6650000000006025e+02 -7.5552393976810057e+00 +0.0000000000000000e+00 +5.6617484743092086e+02 -5.8890964648408609e-02 +0.0000000000000000e+00 +9.9826442102419810e-01
5.6660000000006028e+02 -7.5611290072527746e+00 +0.0000000000000000e+00 +5.6627467384275167e+02 -5.8901225585984783e-02 +0.0000000000000000e+00 +9.9826381564417455e-01
5.6670000000006030e+02 -7.5670196425580070e+00 +0.0000000000000000e+00 +5.6637450019406037e+02 -5.8911479317674653e-02 +0.0000000000000000e+00 +9.9826321058356182e-01
5.6680000000006032e+02 -7.5729113028761113e+00 +0.0000000000000000e+00 +5.6647432648487904e+02 -5.8921725843423818e-02 +0.0000000000000000e+00 +9.9826260584258586e-01
5.6690000000006034e+02 -7.5788039874864914e+00 +0.0000000000000000e+00 +5.6657415271523962e+02 -5.8931965163177828e-02 +0.0000000000000000e+00 +9.9826200142147226e-01
5.6700000000006037e+02 -7.5846976956685452e+00 +0.0000000000000000e+00 +5.6667397888517405e+02 -5.8942197276882193e-02 +0.0000000000000000e+00 +9.9826139732044661e-01
5.6710000000006039e+02 -7.5905924267016642e+00 +0.0000000000000000e+00 +5.6677380499471440e+02 -5.8952422184482385e-02 +0.0000000000000000e+00 +9.9826079353973429e-01
5.6720000000006041e+02 -7.5964881798652364e+00 +0.0000000000000000e+00 +5.6687363104389271e+02 -5.8962639885923825e-02 +0.0000000000000000e+00 +9.9826019007956057e-01
5.6730000000006044e+02 -7.6023849544386426e+00 +0.0000000000000000e+00 +5.6697345703274107e+02 -5.8972850381151902e-02 +0.0000000000000000e+00 +9.9825958694015049e-01
5.6740000000006046e+02 -7.6082827496897618e+00 +0.0000000000000000e+00 +5.6707328296129219e+02 -5.8983053259944053e-02 +0.0000000000000000e+00 +9.9825898414596415e-01
5.6750000000006048e+02 -7.6141815648013127e+00 +0.0000000000000000e+00 +5.6717310882958395e+02 -5.8993247524464443e-02 +0.0000000000000000e+00 +9.9825838175620396e-01
5.6760000000006050e+02 -7.6200813989053318e+00 +0.0000000000000000e+00 +5.6727293463765716e+02 -5.9003433109277893e-02 +0.0000000000000000e+00 +9.9825777977500219e-01
5.6770000000006053e+02 -7.6259822511338404e+00 +0.0000000000000000e+00 +5.6737276038555262e+02 -5.9013610014232297e-02 +0.0000000000000000e+00 +9.9825717820263427e-01
5.6780000000006055e+02 -7.6318841206188450e+00 +0.0000000000000000e+00 +5.6747258607331128e+02 -5.9023778239175456e-02 +0.0000000000000000e+00 +9.9825657703937543e-01
5.6790000000006057e+02 -7.6377870064923368e+00 +0.0000000000000000e+00 +5.6757241170097416e+02 -5.9033937783955118e-02 +0.0000000000000000e+00 +9.9825597628550067e-01
5.6800000000006060e+02 -7.6436909078862918e+00 +0.0000000000000000e+00 +5.6767223726858208e+02 -5.9044088648418938e-02 +0.0000000000000000e+00 +9.9825537594128466e-01
5.6810000000006062e+02 -7.6495958239326711e+00 +0.0000000000000000e+00 +5.6777206277617609e+02 -5.9054230832414512e-02 +0.0000000000000000e+00 +9.9825477600700208e-01
5.6820000000006064e+02 -7.6555017537634207e+00 +0.0000000000000000e+00 +5.6787188822379721e+02 -5.9064364335789349e-02 +0.0000000000000000e+00 +9.9825417648292714e-01
5.6830000000006066e+02 -7.6614086965104704e+00 +0.0000000000000000e+00 +5.6797171361148639e+02 -5.9074489158390892e-02 +0.0000000000000000e+00 +9.9825357736933407e-01
5.6840000000006069e+02 -7.6673166512936453e+00 +0.0000000000000000e+00 +5.6807153893928546e+02 -5.9084604858304766e-02 +0.0000000000000000e+00 +9.9825297869264373e-01
5.6850000000006071e+02 -7.6732256171369562e+00 +0.0000000000000000e+00 +5.6817136420724194e+02 -5.9094710282015628e-02 +0.0000000000000000e+00 +9.9825238052142029e-01
5.6860000000006073e+02 -7.6791355930048670e+00 +0.0000000000000000e+00 +5.6827118941540675e+02 -5.9104805350284256e-02 +0.0000000000000000e+00 +9.9825178286066829e-01
5.6870000000006075e+02 -7.6850465778618258e+00 +0.0000000000000000e+00 +5.6837101456383107e+02 -5.9114890062936534e-02 +0.0000000000000000e+00 +9.9825118571071314e-01
5.6880000000006078e+02 -7.6909585706722616e+00 +0.0000000000000000e+00 +5.6847083965256593e+02 -5.9124964419798254e-02 +0.0000000000000000e+00 +9.9825058907187991e-01
5.6890000000006080e+02 -7.6968715704005870e+00 +0.0000000000000000e+00 +5.6857066468166249e+02 -5.9135028420695110e-02 +0.0000000000000000e+00 +9.9824999294449346e-01
5.6900000000006082e+02 -7.7027855760111965e+00 +0.0000000000000000e+00 +5.6867048965117192e+02 -5.9145082065452714e-02 +0.0000000000000000e+00 +9.9824939732887819e-01
5.6910000000006085e+02 -7.7087005864684670e+00 +0.0000000000000000e+00 +5.6877031456114537e+02 -5.9155125353896595e-02 +0.0000000000000000e+00 +9.9824880222535828e-01
5.6920000000006087e+02 -7.7146166007367594e+00 +0.0000000000000000e+00 +5.6887013941163411e+02 -5.9165158285852178e-02 +0.0000000000000000e+00 +9.9824820763425759e-01
5.6930000000006089e+02 -7.7205336177804158e+00 +0.0000000000000000e+00 +5.6896996420268931e+02 -5.9175180861144809e-02 +0.0000000000000000e+00 +9.9824761355589953e-01
5.6940000000006091e+02 -7.7264516365513822e+00 +0.0000000000000000e+00 +5.6906978893436315e+02 -5.9185192614727399e-02 +0.0000000000000000e+00 +9.9824702001816934e-01
5.6950000000006094e+02 -7.7323706558959584e+00 +0.0000000000000000e+00 +5.6916961360671382e+02 -5.9195192239766541e-02 +0.0000000000000000e+00 +9.9824642709888767e-01
5.6960000000006096e+02 -7.7382906745919229e+00 +0.0000000000000000e+00 +5.6926943821980376e+02 -5.9205179642439237e-02 +0.0000000000000000e+00 +9.9824583480398466e-01
5.6970000000006098e+02 -7.7442116914170240e+00 +0.0000000000000000e+00 +5.6936926277369548e+02 -5.9215154822444854e-02 +0.0000000000000000e+00 +9.9824524313384611e-01
5.6980000000006100e+02 -7.7501337051489800e+00 +0.0000000000000000e+00 +5.6946908726845140e+02 -5.9225117779482618e-02 +0.0000000000000000e+00 +9.9824465208885749e-01
5.6990000000006103e+02 -7.7560567145654788e+00 +0.0000000000000000e+00 +5.6956891170413405e+02 -5.9235068513251631e-02 +0.0000000000000000e+00 +9.9824406166940360e-01
5.7000000000006105e+02 -7.7619807184441783e+00 +0.0000000000000000e+00 +5.6966873608080607e+02 -5.9245007023450848e-02 +0.0000000000000000e+00 +9.9824347187586904e-01
5.7010000000006107e+02 -7.7679057155627067e+00 +0.0000000000000000e+00 +5.6976856039853010e+02 -5.9254933309779101e-02 +0.0000000000000000e+00 +9.9824288270863781e-01
5.7020000000006110e+02 -7.7738317046986616e+00 +0.0000000000000000e+00 +5.6986838465736867e+02 -5.9264847371935089e-02 +0.0000000000000000e+00 +9.9824229416809362e-01
5.7030000000006112e+02 -7.7797586846296110e+00 +0.0000000000000000e+00 +5.6996820885738452e+02 -5.9274749209617381e-02 +0.0000000000000000e+00 +9.9824170625461972e-01
5.7040000000006114e+02 -7.7856866541208793e+00 +0.0000000000000000e+00 +5.7006803299864123e+02 -5.9284638348990747e-02 +0.0000000000000000e+00 +9.9824111899672163e-01
5.7050000000006116e+02 -7.7916156118246249e+00 +0.0000000000000000e+00 +5.7016785708120881e+02 -5.9294513351962126e-02 +0.0000000000000000e+00 +9.9824053248019917e-01
5.7060000000006119e+02 -7.7975455563164742e+00 +0.0000000000000000e+00 +5.7026768110516218e+02 -5.9304374110998523e-02 +0.0000000000000000e+00 +9.9823994671186167e-01
5.7070000000006121e+02 -7.8034764861720136e+00 +0.0000000000000000e+00 +5.7036750507057616e+02 -5.9314220625699202e-02 +0.0000000000000000e+00 +9.9823936169215621e-01
5.7080000000006123e+02 -7.8094083999667898e+00 +0.0000000000000000e+00 +5.7046732897752565e+02 -5.9324052895663240e-02 +0.0000000000000000e+00 +9.9823877742152967e-01
5.7090000000006125e+02 -7.8153412962763085e+00 +0.0000000000000000e+00 +5.7056715282608548e+02 -5.9333870920489563e-02 +0.0000000000000000e+00 +9.9823819390042789e-01
5.7100000000006128e+02 -7.8212751736760362e+00 +0.0000000000000000e+00 +5.7066697661633066e+02 -5.9343674699776909e-02 +0.0000000000000000e+00 +9.9823761112929654e-01
5.7110000000006130e+02 -7.8272100307413988e+00 +0.0000000000000000e+00 +5.7076680034833635e+02 -5.9353464233123848e-02 +0.0000000000000000e+00 +9.9823702910858048e-01
5.7120000000006132e+02 -7.8331458660477828e+00 +0.0000000000000000e+00 +5.7086662402217746e+02 -5.9363239520128779e-02 +0.0000000000000000e+00 +9.9823644783872401e-01
5.7130000000006135e+02 -7.8390826781705334e+00 +0.0000000000000000e+00 +5.7096644763792915e+02 -5.9373000560389931e-02 +0.0000000000000000e+00 +9.9823586732017078e-01
5.7140000000006137e+02 -7.8450204656733611e+00 +0.0000000000000000e+00 +5.7106627119566724e+02 -5.9382746886758812e-02 +0.0000000000000000e+00 +9.9823528758112978e-01
5.7150000000006139e+02 -7.8509592270022148e+00 +0.0000000000000000e+00 +5.7116609469547461e+02 -5.9392476961929647e-02 +0.0000000000000000e+00 +9.9823470871349906e-01
5.7160000000006141e+02 -7.8568989605200610e+00 +0.0000000000000000e+00 +5.7126591813743926e+02 -5.9402190666517418e-02 +0.0000000000000000e+00 +9.9823413072485978e-01
5.7170000000006144e+02 -7.8628396645898162e+00 +0.0000000000000000e+00 +5.7136574152164894e+02 -5.9411888000037126e-02 +0.0000000000000000e+00 +9.9823355361572008e-01
5.7180000000006146e+02 -7.8687813375743501e+00 +0.0000000000000000e+00 +5.7146556484819178e+02 -5.9421568962003554e-02 +0.0000000000000000e+00 +9.9823297738658756e-01
5.7190000000006148e+02 -7.8747239778364824e+00 +0.0000000000000000e+00 +5.7156538811715563e+02 -5.9431233551931278e-02 +0.0000000000000000e+00 +9.9823240203796904e-01
5.7200000000006150e+02 -7.8806675837389850e+00 +0.0000000000000000e+00 +5.7166521132862874e+02 -5.9440881769334666e-02 +0.0000000000000000e+00 +9.9823182757037032e-01
5.7210000000006153e+02 -7.8866121536445819e+00 +0.0000000000000000e+00 +5.7176503448269909e+02 -5.9450513613727884e-02 +0.0000000000000000e+00 +9.9823125398429668e-01
5.7220000000006155e+02 -7.8925576859159472e+00 +0.0000000000000000e+00 +5.7186485757945502e+02 -5.9460129084624884e-02 +0.0000000000000000e+00 +9.9823068128025261e-01
5.7230000000006157e+02 -7.8985041789157071e+00 +0.0000000000000000e+00 +5.7196468061898463e+02 -5.9469728181539408e-02 +0.0000000000000000e+00 +9.9823010945874169e-01
5.7240000000006160e+02 -7.9044516309959043e+00 +0.0000000000000000e+00 +5.7206450360137683e+02 -5.9479310460436266e-02 +0.0000000000000000e+00 +9.9822953854669549e-01
5.7250000000006162e+02 -7.9104000403898915e+00 +0.0000000000000000e+00 +5.7216432652672768e+02 -5.9488874329730129e-02 +0.0000000000000000e+00 +9.9822896863944954e-01
5.7260000000006164e+02 -7.9163494052439258e+00 +0.0000000000000000e+00 +5.7226414939513847e+02 -5.9498419661281443e-02 +0.0000000000000000e+00 +9.9822839974517230e-01
5.7270000000006166e+02 -7.9222997237042012e+00 +0.0000000000000000e+00 +5.7236397220671051e+02 -5.9507946454444162e-02 +0.0000000000000000e+00 +9.9822783186443587e-01
5.7280000000006169e+02 -7.9282509939168468e+00 +0.0000000000000000e+00 +5.7246379496154520e+02 -5.9517454708571976e-02 +0.0000000000000000e+00 +9.9822726499781123e-01
