# TRACY II v. SYNCHROTRON SOLEIL -- chambre.out -- Wed Mar 17 19:37:56 2004 
#  i  name      s   -xch(mm)   +xch(mm)  zch (mm)
#
 575  bend2  192.00  -35.000   35.000   12.500
 576  bend3  192.17  -35.000   35.000   12.500
 577  bend3  192.35  -35.000   35.000   12.500
 578  bend3  192.53  -35.000   35.000   12.500
 579  bend3  192.70  -35.000   35.000   12.500
 580  bend4  192.88  -35.000   35.000   12.500
 581  sd7    193.32  -35.000   35.000   12.500
 582  qp6    193.48  -35.000   35.000   12.500
 583  qp6    193.64  -35.000   35.000   12.500
 584  sd5    193.84  -35.000   35.000   12.500
 585  sx5    193.84  -35.000   35.000   12.500
 586  sd4    194.23  -35.000   35.000   12.500
 587  qp7    194.46  -35.000   35.000   12.500
 588  qp7    194.69  -35.000   35.000   12.500
 589  sd3    194.89  -35.000   35.000   12.500
 590  sx6    194.89  -35.000   35.000   12.500
 591  sd2    195.28  -35.000   35.000   12.500
 592  qp8    195.44  -35.000   35.000   12.500
 593  qp8    195.60  -35.000   35.000   12.500
 594  sd13   199.08  -35.000   35.000   12.500
 595  sd13   202.56  -35.000   35.000   12.500
 596  qp8    202.72  -35.000   35.000   12.500
 597  qp8    202.88  -35.000   35.000   12.500
 598  sd2    203.27  -35.000   35.000   12.500
 599  sx8    203.27  -35.000   35.000   12.500
 600  sd3    203.47  -35.000   35.000   12.500
 601  qp7    203.70  -35.000   35.000   12.500
 602  qp7    203.93  -35.000   35.000   12.500
 603  sd4    204.32  -35.000   35.000   12.500
 604  sx7    204.32  -35.000   35.000   12.500
 605  sd5    204.52  -35.000   35.000   12.500
 606  qp6    204.68  -35.000   35.000   12.500
 607  qp6    204.84  -35.000   35.000   12.500
 608  sd7    205.28  -35.000   35.000   12.500
 609  bend2  205.46  -35.000   35.000   12.500
 610  bend3  205.63  -35.000   35.000   12.500
 611  bend3  205.81  -35.000   35.000   12.500
 612  bend3  205.98  -35.000   35.000   12.500
 613  bend3  206.16  -35.000   35.000   12.500
 614  bend4  206.33  -35.000   35.000   12.500
 615  sd7    206.77  -35.000   35.000   12.500
 616  qp9    206.93  -35.000   35.000   12.500
 617  qp9    207.09  -35.000   35.000   12.500
 618  sd8    207.29  -35.000   35.000   12.500
 619  sx9    207.29  -35.000   35.000   12.500
 620  sd9    207.77  -35.000   35.000   12.500
 621  qp10   207.93  -35.000   35.000   12.500
 622  qp10   208.09  -35.000   35.000   12.500
 623  sd8    208.29  -35.000   35.000   12.500
 624  sx10   208.29  -35.000   35.000   12.500
 625  sdacm  209.29  -35.000   35.000   12.500
 626  u20    211.09  -35.000   35.000   12.500
 627  sdacm  212.10  -35.000   35.000   12.500
 628  sx10   212.10  -35.000   35.000   12.500
 629  sd8    212.30  -35.000   35.000   12.500
 630  qp10   212.46  -35.000   35.000   12.500
 631  qp10   212.62  -35.000   35.000   12.500
 632  sd9    213.10  -35.000   35.000   12.500
 633  sx9    213.10  -35.000   35.000   12.500
 634  sd8    213.30  -35.000   35.000   12.500
 635  qp9    213.46  -35.000   35.000   12.500
 636  qp9    213.62  -35.000   35.000   12.500
 637  sd7    214.06  -35.000   35.000   12.500
 638  bend2  214.23  -35.000   35.000   12.500
 639  bend3  214.41  -35.000   35.000   12.500
 640  bend3  214.58  -35.000   35.000   12.500
 641  bend3  214.76  -35.000   35.000   12.500
 642  bend3  214.93  -35.000   35.000   12.500
 643  bend4  215.11  -35.000   35.000   12.500
 644  sd7    215.55  -35.000   35.000   12.500
 645  qp6    215.71  -35.000   35.000   12.500
 646  qp6    215.87  -35.000   35.000   12.500
 647  sd5    216.07  -35.000   35.000   12.500
 648  sx7    216.07  -35.000   35.000   12.500
 649  sd4    216.46  -35.000   35.000   12.500
 650  qp7    216.69  -35.000   35.000   12.500
 651  qp7    216.92  -35.000   35.000   12.500
 652  sd3    217.12  -35.000   35.000   12.500
 653  sx8    217.12  -35.000   35.000   12.500
 654  sd2    217.51  -35.000   35.000   12.500
 655  qp8    217.67  -35.000   35.000   12.500
 656  qp8    217.83  -35.000   35.000   12.500
 657  sd13   221.31  -35.000   35.000   12.500
 658  sd13   224.79  -35.000   35.000   12.500
 659  qp8    224.95  -35.000   35.000   12.500
 660  qp8    225.11  -35.000   35.000   12.500
 661  sd2    225.50  -35.000   35.000   12.500
 662  sx8    225.50  -35.000   35.000   12.500
 663  sd3    225.70  -35.000   35.000   12.500
 664  qp7    225.93  -35.000   35.000   12.500
 665  qp7    226.16  -35.000   35.000   12.500
 666  sd4    226.55  -35.000   35.000   12.500
 667  sx7    226.55  -35.000   35.000   12.500
 668  sd5    226.75  -35.000   35.000   12.500
 669  qp6    226.91  -35.000   35.000   12.500
 670  qp6    227.07  -35.000   35.000   12.500
 671  sd7    227.51  -35.000   35.000   12.500
 672  bend2  227.69  -35.000   35.000   12.500
 673  bend3  227.86  -35.000   35.000   12.500
 674  bend3  228.04  -35.000   35.000   12.500
 675  bend3  228.21  -35.000   35.000   12.500
 676  bend3  228.39  -35.000   35.000   12.500
 677  bend4  228.57  -35.000   35.000   12.500
 678  sd7    229.01  -35.000   35.000   12.500
 679  qp9    229.17  -35.000   35.000   12.500
 680  qp9    229.33  -35.000   35.000   12.500
 681  sd8    229.53  -35.000   35.000   12.500
 682  sx9    229.53  -35.000   35.000   12.500
 683  sd9    230.00  -35.000   35.000   12.500
 684  qp10   230.16  -35.000   35.000   12.500
 685  qp10   230.32  -35.000   35.000   12.500
 686  sd8    230.52  -35.000   35.000   12.500
 687  sx10   230.52  -35.000   35.000   12.500
 688  sdacm  231.53  -35.000   35.000   12.500
 689  u20    233.33  -35.000   35.000   12.500
 690  sdacm  234.33  -35.000   35.000   12.500
 691  sx10   234.33  -35.000   35.000   12.500
 692  sd8    234.53  -35.000   35.000   12.500
 693  qp10   234.69  -35.000   35.000   12.500
 694  qp10   234.85  -35.000   35.000   12.500
 695  sd9    235.33  -35.000   35.000   12.500
 696  sx9    235.33  -35.000   35.000   12.500
 697  sd8    235.53  -35.000   35.000   12.500
 698  qp9    235.69  -35.000   35.000   12.500
 699  qp9    235.85  -35.000   35.000   12.500
 700  sd7    236.29  -35.000   35.000   12.500
 701  bend2  236.46  -35.000   35.000   12.500
 702  bend3  236.64  -35.000   35.000   12.500
 703  bend3  236.81  -35.000   35.000   12.500
 704  bend3  236.99  -35.000   35.000   12.500
 705  bend3  237.16  -35.000   35.000   12.500
 706  bend4  237.34  -35.000   35.000   12.500
 707  sd7    237.78  -35.000   35.000   12.500
 708  qp6    237.94  -35.000   35.000   12.500
 709  qp6    238.10  -35.000   35.000   12.500
 710  sd5    238.30  -35.000   35.000   12.500
 711  sx7    238.30  -35.000   35.000   12.500
 712  sd4    238.69  -35.000   35.000   12.500
 713  qp7    238.92  -35.000   35.000   12.500
 714  qp7    239.15  -35.000   35.000   12.500
 715  sd3    239.35  -35.000   35.000   12.500
 716  sx8    239.35  -35.000   35.000   12.500
 717  sd2    239.74  -35.000   35.000   12.500
 718  qp8    239.90  -35.000   35.000   12.500
 719  qp8    240.06  -35.000   35.000   12.500
 720  sd13   243.54  -35.000   35.000   12.500
 721  sd13   247.03  -35.000   35.000   12.500
 722  qp8    247.19  -35.000   35.000   12.500
 723  qp8    247.34  -35.000   35.000   12.500
 724  sd2    247.74  -35.000   35.000   12.500
 725  sx6    247.74  -35.000   35.000   12.500
 726  sd3    247.94  -35.000   35.000   12.500
 727  qp7    248.16  -35.000   35.000   12.500
 728  qp7    248.40  -35.000   35.000   12.500
 729  sd4    248.78  -35.000   35.000   12.500
 730  sx5    248.78  -35.000   35.000   12.500
 731  sd5    248.99  -35.000   35.000   12.500
 732  qp6    249.15  -35.000   35.000   12.500
 733  qp6    249.31  -35.000   35.000   12.500
 734  sd7    249.75  -35.000   35.000   12.500
 735  bend2  249.92  -35.000   35.000   12.500
 736  bend3  250.10  -35.000   35.000   12.500
 737  bend3  250.27  -35.000   35.000   12.500
 738  bend3  250.45  -35.000   35.000   12.500
 739  bend3  250.62  -35.000   35.000   12.500
 740  bend4  250.80  -35.000   35.000   12.500
 741  sd7    251.24  -35.000   35.000   12.500
 742  qp4    251.40  -35.000   35.000   12.500
 743  qp4    251.56  -35.000   35.000   12.500
 744  sd8    251.76  -35.000   35.000   12.500
 745  sx3    251.76  -35.000   35.000   12.500
 746  sd9    252.23  -35.000   35.000   12.500
 747  qp5    252.39  -35.000   35.000   12.500
 748  qp5    252.55  -35.000   35.000   12.500
 749  sd10   253.02  -35.000   35.000   12.500
 750  sx4    253.02  -35.000   35.000   12.500
 751  sd12   253.49  -35.000   35.000   12.500
 752  qp5    253.65  -35.000   35.000   12.500
 753  qp5    253.81  -35.000   35.000   12.500
 754  sd9    254.29  -35.000   35.000   12.500
 755  sx3    254.29  -35.000   35.000   12.500
 756  sd8    254.49  -35.000   35.000   12.500
 757  qp4    254.65  -35.000   35.000   12.500
 758  qp4    254.81  -35.000   35.000   12.500
 759  sd7    255.25  -35.000   35.000   12.500
 760  bend2  255.43  -35.000   35.000   12.500
 761  bend3  255.60  -35.000   35.000   12.500
 762  bend3  255.78  -35.000   35.000   12.500
 763  bend3  255.95  -35.000   35.000   12.500
 764  bend3  256.13  -35.000   35.000   12.500
 765  bend4  256.30  -35.000   35.000   12.500
 766  sd6    257.09  -35.000   35.000   12.500
 767  sx2    257.09  -35.000   35.000   12.500
 768  sd5    257.29  -35.000   35.000   12.500
 769  qp3    257.45  -35.000   35.000   12.500
 770  qp3    257.61  -35.000   35.000   12.500
 771  sd14   258.20  -35.000   35.000   12.500
 772  qp2    258.43  -35.000   35.000   12.500
 773  qp2    258.66  -35.000   35.000   12.500
 774  sd3    258.86  -35.000   35.000   12.500
 775  sx1    258.86  -35.000   35.000   12.500
 776  sd2    259.25  -35.000   35.000   12.500
 777  qp1    259.41  -35.000   35.000   12.500
 778  qp1    259.57  -35.000   35.000   12.500
 779  sd1    265.57  -35.000   35.000   12.500
 780  sd1    271.57  -35.000   35.000   12.500
 781  qp1    271.73  -35.000   35.000   12.500
 782  qp1    271.89  -35.000   35.000   12.500
 783  sd2    272.28  -35.000   35.000   12.500
 784  sx1    272.28  -35.000   35.000   12.500
 785  sd3    272.48  -35.000   35.000   12.500
 786  qp2    272.71  -35.000   35.000   12.500
 787  qp2    272.94  -35.000   35.000   12.500
 788  sd14   273.53  -35.000   35.000   12.500
 789  qp3    273.69  -35.000   35.000   12.500
 790  qp3    273.85  -35.000   35.000   12.500
 791  sd5    274.05  -35.000   35.000   12.500
 792  sx2    274.05  -35.000   35.000   12.500
 793  sd6    274.84  -35.000   35.000   12.500
 794  bend2  275.02  -35.000   35.000   12.500
 795  bend3  275.19  -35.000   35.000   12.500
 796  bend3  275.37  -35.000   35.000   12.500
 797  bend3  275.54  -35.000   35.000   12.500
 798  bend3  275.72  -35.000   35.000   12.500
 799  bend4  275.89  -35.000   35.000   12.500
 800  sd7    276.33  -35.000   35.000   12.500
 801  qp4    276.49  -35.000   35.000   12.500
 802  qp4    276.65  -35.000   35.000   12.500
 803  sd8    276.85  -35.000   35.000   12.500
 804  sx3    276.85  -35.000   35.000   12.500
 805  sd9    277.33  -35.000   35.000   12.500
 806  qp5    277.49  -35.000   35.000   12.500
 807  qp5    277.65  -35.000   35.000   12.500
 808  sd12   278.12  -35.000   35.000   12.500
 809  sx4    278.12  -35.000   35.000   12.500
 810  sd10   278.59  -35.000   35.000   12.500
 811  qp5    278.75  -35.000   35.000   12.500
 812  qp5    278.91  -35.000   35.000   12.500
 813  sd9    279.39  -35.000   35.000   12.500
 814  sx3    279.39  -35.000   35.000   12.500
 815  sd8    279.59  -35.000   35.000   12.500
 816  qp4    279.75  -35.000   35.000   12.500
 817  qp4    279.91  -35.000   35.000   12.500
 818  sd7    280.35  -35.000   35.000   12.500
 819  bend2  280.52  -35.000   35.000   12.500
 820  bend3  280.70  -35.000   35.000   12.500
 821  bend3  280.87  -35.000   35.000   12.500
 822  bend3  281.05  -35.000   35.000   12.500
 823  bend3  281.22  -35.000   35.000   12.500
 824  bend4  281.40  -35.000   35.000   12.500
 825  sd7    281.84  -35.000   35.000   12.500
 826  qp6    282.00  -35.000   35.000   12.500
 827  qp6    282.16  -35.000   35.000   12.500
 828  sd5    282.36  -35.000   35.000   12.500
 829  sx5    282.36  -35.000   35.000   12.500
 830  sd4    282.75  -35.000   35.000   12.500
 831  qp7    282.98  -35.000   35.000   12.500
 832  qp7    283.21  -35.000   35.000   12.500
 833  sd3    283.41  -35.000   35.000   12.500
 834  sx6    283.41  -35.000   35.000   12.500
 835  sd2    283.80  -35.000   35.000   12.500
 836  qp8    283.96  -35.000   35.000   12.500
 837  qp8    284.12  -35.000   35.000   12.500
 838  sd13   287.60  -35.000   35.000   12.500
 839  sd13   291.09  -35.000   35.000   12.500
 840  qp8    291.25  -35.000   35.000   12.500
 841  qp8    291.41  -35.000   35.000   12.500
 842  sd2    291.80  -35.000   35.000   12.500
 843  sx8    291.80  -35.000   35.000   12.500
 844  sd3    292.00  -35.000   35.000   12.500
 845  qp7    292.23  -35.000   35.000   12.500
 846  qp7    292.46  -35.000   35.000   12.500
 847  sd4    292.85  -35.000   35.000   12.500
 848  sx7    292.85  -35.000   35.000   12.500
 849  sd5    293.05  -35.000   35.000   12.500
 850  qp6    293.21  -35.000   35.000   12.500
 851  qp6    293.37  -35.000   35.000   12.500
 852  sd7    293.81  -35.000   35.000   12.500
 853  bend2  293.98  -35.000   35.000   12.500
 854  bend3  294.16  -35.000   35.000   12.500
 855  bend3  294.33  -35.000   35.000   12.500
 856  bend3  294.51  -35.000   35.000   12.500
 857  bend3  294.68  -35.000   35.000   12.500
 858  bend4  294.86  -35.000   35.000   12.500
 859  sd7    295.30  -35.000   35.000   12.500
 860  qp9    295.46  -35.000   35.000   12.500
 861  qp9    295.62  -35.000   35.000   12.500
 862  sd8    295.82  -35.000   35.000   12.500
 863  sx9    295.82  -35.000   35.000   12.500
 864  sd9    296.29  -35.000   35.000   12.500
 865  qp10   296.45  -35.000   35.000   12.500
 866  qp10   296.61  -35.000   35.000   12.500
 867  sd8    296.81  -35.000   35.000   12.500
 868  sx10   296.81  -35.000   35.000   12.500
 869  sdacm  297.82  -35.000   35.000   12.500
 870  u20    299.62  -35.000   35.000   12.500
 871  sdacm  300.62  -35.000   35.000   12.500
 872  sx10   300.62  -35.000   35.000   12.500
 873  sd8    300.82  -35.000   35.000   12.500
 874  qp10   300.98  -35.000   35.000   12.500
 875  qp10   301.14  -35.000   35.000   12.500
 876  sd9    301.62  -35.000   35.000   12.500
 877  sx9    301.62  -35.000   35.000   12.500
 878  sd8    301.82  -35.000   35.000   12.500
 879  qp9    301.98  -35.000   35.000   12.500
 880  qp9    302.14  -35.000   35.000   12.500
 881  sd7    302.58  -35.000   35.000   12.500
 882  bend2  302.76  -35.000   35.000   12.500
 883  bend3  302.93  -35.000   35.000   12.500
 884  bend3  303.11  -35.000   35.000   12.500
 885  bend3  303.28  -35.000   35.000   12.500
 886  bend3  303.46  -35.000   35.000   12.500
 887  bend4  303.63  -35.000   35.000   12.500
 888  sd7    304.07  -35.000   35.000   12.500
 889  qp6    304.23  -35.000   35.000   12.500
 890  qp6    304.39  -35.000   35.000   12.500
 891  sd5    304.59  -35.000   35.000   12.500
 892  sx7    304.59  -35.000   35.000   12.500
 893  sd4    304.98  -35.000   35.000   12.500
 894  qp7    305.21  -35.000   35.000   12.500
 895  qp7    305.44  -35.000   35.000   12.500
 896  sd3    305.64  -35.000   35.000   12.500
 897  sx8    305.64  -35.000   35.000   12.500
 898  sd2    306.03  -35.000   35.000   12.500
 899  qp8    306.19  -35.000   35.000   12.500
 900  qp8    306.35  -35.000   35.000   12.500
 901  sd13   309.83  -35.000   35.000   12.500
 902  sd13   313.32  -35.000   35.000   12.500
 903  qp8    313.48  -35.000   35.000   12.500
 904  qp8    313.64  -35.000   35.000   12.500
 905  sd2    314.03  -35.000   35.000   12.500
 906  sx8    314.03  -35.000   35.000   12.500
 907  sd3    314.23  -35.000   35.000   12.500
 908  qp7    314.46  -35.000   35.000   12.500
 909  qp7    314.69  -35.000   35.000   12.500
 910  sd4    315.08  -35.000   35.000   12.500
 911  sx7    315.08  -35.000   35.000   12.500
 912  sd5    315.28  -35.000   35.000   12.500
 913  qp6    315.44  -35.000   35.000   12.500
 914  qp6    315.60  -35.000   35.000   12.500
 915  sd7    316.04  -35.000   35.000   12.500
 916  bend2  316.21  -35.000   35.000   12.500
 917  bend3  316.39  -35.000   35.000   12.500
 918  bend3  316.56  -35.000   35.000   12.500
 919  bend3  316.74  -35.000   35.000   12.500
 920  bend3  316.91  -35.000   35.000   12.500
 921  bend4  317.09  -35.000   35.000   12.500
 922  sd7    317.53  -35.000   35.000   12.500
 923  qp9    317.69  -35.000   35.000   12.500
 924  qp9    317.85  -35.000   35.000   12.500
 925  sd8    318.05  -35.000   35.000   12.500
 926  sx9    318.05  -35.000   35.000   12.500
 927  sd9    318.53  -35.000   35.000   12.500
 928  qp10   318.69  -35.000   35.000   12.500
 929  qp10   318.85  -35.000   35.000   12.500
 930  sd8    319.05  -35.000   35.000   12.500
 931  sx10   319.05  -35.000   35.000   12.500
 932  sdac   320.95  -35.000   35.000   12.500
 933  sdac   322.86  -35.000   35.000   12.500
 934  sx10   322.86  -35.000   35.000   12.500
 935  sd8    323.06  -35.000   35.000   12.500
 936  qp10   323.22  -35.000   35.000   12.500
 937  qp10   323.38  -35.000   35.000   12.500
 938  sd9    323.85  -35.000   35.000   12.500
 939  sx9    323.85  -35.000   35.000   12.500
 940  sd8    324.05  -35.000   35.000   12.500
 941  qp9    324.21  -35.000   35.000   12.500
 942  qp9    324.37  -35.000   35.000   12.500
 943  sd7    324.81  -35.000   35.000   12.500
 944  bend2  324.99  -35.000   35.000   12.500
 945  bend3  325.16  -35.000   35.000   12.500
 946  bend3  325.34  -35.000   35.000   12.500
 947  bend3  325.51  -35.000   35.000   12.500
 948  bend3  325.69  -35.000   35.000   12.500
 949  bend4  325.86  -35.000   35.000   12.500
 950  sd7    326.30  -35.000   35.000   12.500
 951  qp6    326.46  -35.000   35.000   12.500
 952  qp6    326.62  -35.000   35.000   12.500
 953  sd5    326.82  -35.000   35.000   12.500
 954  sx7    326.82  -35.000   35.000   12.500
 955  sd4    327.21  -35.000   35.000   12.500
 956  qp7    327.44  -35.000   35.000   12.500
 957  qp7    327.67  -35.000   35.000   12.500
 958  sd3    327.87  -35.000   35.000   12.500
 959  sx8    327.87  -35.000   35.000   12.500
 960  sd2    328.26  -35.000   35.000   12.500
 961  qp8    328.42  -35.000   35.000   12.500
 962  qp8    328.58  -35.000   35.000   12.500
 963  sd13   332.07  -35.000   35.000   12.500
 964  sd13   335.55  -35.000   35.000   12.500
 965  qp8    335.71  -35.000   35.000   12.500
 966  qp8    335.87  -35.000   35.000   12.500
 967  sd2    336.26  -35.000   35.000   12.500
 968  sx6    336.26  -35.000   35.000   12.500
 969  sd3    336.46  -35.000   35.000   12.500
 970  qp7    336.69  -35.000   35.000   12.500
 971  qp7    336.92  -35.000   35.000   12.500
 972  sd4    337.31  -35.000   35.000   12.500
 973  sx5    337.31  -35.000   35.000   12.500
 974  sd5    337.51  -35.000   35.000   12.500
 975  qp6    337.67  -35.000   35.000   12.500
 976  qp6    337.83  -35.000   35.000   12.500
 977  sd7    338.27  -35.000   35.000   12.500
 978  bend2  338.44  -35.000   35.000   12.500
 979  bend3  338.62  -35.000   35.000   12.500
 980  bend3  338.80  -35.000   35.000   12.500
 981  bend3  338.97  -35.000   35.000   12.500
 982  bend3  339.15  -35.000   35.000   12.500
 983  bend4  339.32  -35.000   35.000   12.500
 984  sd7    339.76  -35.000   35.000   12.500
 985  qp4    339.92  -35.000   35.000   12.500
 986  qp4    340.08  -35.000   35.000   12.500
 987  sd8    340.28  -35.000   35.000   12.500
 988  sx3    340.28  -35.000   35.000   12.500
 989  sd9    340.76  -35.000   35.000   12.500
 990  qp5    340.92  -35.000   35.000   12.500
 991  qp5    341.08  -35.000   35.000   12.500
 992  sd10   341.55  -35.000   35.000   12.500
 993  sx4    341.55  -35.000   35.000   12.500
 994  sd12   342.02  -35.000   35.000   12.500
 995  qp5    342.18  -35.000   35.000   12.500
 996  qp5    342.34  -35.000   35.000   12.500
 997  sd9    342.81  -35.000   35.000   12.500
 998  sx3    342.81  -35.000   35.000   12.500
 999  sd8    343.01  -35.000   35.000   12.500
1000  qp4    343.17  -35.000   35.000   12.500
1001  qp4    343.33  -35.000   35.000   12.500
1002  sd7    343.77  -35.000   35.000   12.500
1003  bend2  343.95  -35.000   35.000   12.500
1004  bend3  344.13  -35.000   35.000   12.500
1005  bend3  344.30  -35.000   35.000   12.500
1006  bend3  344.48  -35.000   35.000   12.500
1007  bend3  344.65  -35.000   35.000   12.500
1008  bend4  344.83  -35.000   35.000   12.500
1009  sd6    345.62  -35.000   35.000   12.500
1010  sx2    345.62  -35.000   35.000   12.500
1011  sd5    345.82  -35.000   35.000   12.500
1012  qp3    345.98  -35.000   35.000   12.500
1013  qp3    346.14  -35.000   35.000   12.500
1014  sd14   346.73  -35.000   35.000   12.500
1015  qp2    346.96  -35.000   35.000   12.500
1016  qp2    347.19  -35.000   35.000   12.500
1017  sd3    347.39  -35.000   35.000   12.500
1018  sx1    347.39  -35.000   35.000   12.500
1019  sd2    347.78  -35.000   35.000   12.500
1020  qp1    347.94  -35.000   35.000   12.500
1021  qp1    348.10  -35.000   35.000   12.500
1022  sd1    354.10  -35.000   35.000   12.500
1023  cav    354.10  -35.000   35.000   12.500
1024  fin    354.10  -35.000   35.000   12.500
